retailer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
RTL1536,613,2,1213.51,1,2,1,121,At Risk
RTL1538,220,2,3738.24,3,2,2,322,Others
RTL1539,799,1,7248.54,1,1,3,113,At Risk
RTL1541,473,2,4832.1,2,2,2,222,At Risk
RTL1542,522,3,2521.47,2,3,2,232,At Risk
RTL1543,418,3,8213.09,2,3,3,233,At Risk
RTL1545,153,4,4456.35,4,4,2,442,Loyal Customer
RTL1546,110,7,931963.99,4,5,5,455,Loyal Customer
RTL1547,233,2,13860.44,3,2,4,324,Others
RTL1548,299,3,8136.26,3,3,3,333,Others
RTL1549,945,1,4327.14,1,1,2,112,At Risk
RTL1550,478,2,130.58,2,2,1,221,At Risk
RTL1551,137,3,17498.67,4,3,4,434,Recent Customer
RTL1552,140,5,21600.329999999998,4,5,5,455,Loyal Customer
RTL1553,172,3,4111.03,4,3,2,432,Recent Customer
RTL1554,150,2,16256.619999999999,4,2,4,424,Recent Customer
RTL1555,301,3,18501.72,3,3,4,334,Others
RTL1556,86,7,20677.37,5,5,5,555,Champion
RTL1557,831,1,372.06,1,1,1,111,At Risk
RTL1558,113,1,165.41,4,1,1,411,Recent Customer
RTL1559,947,1,6464.24,1,1,3,113,At Risk
RTL1560,181,4,33871.700000000004,4,4,5,445,Loyal Customer
RTL1561,119,4,7107819.09,4,4,5,445,Loyal Customer
RTL1562,332,4,30927.77,3,4,5,345,Others
RTL1563,99,1,6358.97,4,1,3,413,Recent Customer
RTL1564,172,3,18009.96,4,3,4,434,Recent Customer
RTL1565,707,2,2933.71,1,2,2,122,At Risk
RTL1566,14,6,29132.5,5,5,5,555,Champion
RTL1567,243,2,2134.08,3,2,1,321,Others
RTL1569,950,2,412218.0,1,2,5,125,At Risk
RTL1570,197,3,9483.29,3,3,3,333,Others
RTL1571,963,1,1069.32,1,1,1,111,At Risk
RTL1572,435,3,4776.71,2,3,2,232,At Risk
RTL1573,831,1,475.61,1,1,1,111,At Risk
RTL1574,196,3,11365.07,3,3,4,334,Others
RTL1575,351,5,17304.14,2,5,4,254,At Risk
RTL1576,183,4,7097.15,4,4,3,443,Loyal Customer
RTL1577,496,2,12940.07,2,2,4,224,At Risk
RTL1578,49,2,7184.41,5,2,3,523,Recent Customer
RTL1579,2,5,23008.03,5,5,5,555,Champion
RTL1580,172,3,5135.04,4,3,2,432,Recent Customer
RTL1581,189,1,685.87,4,1,1,411,Recent Customer
RTL1582,701,3,10247.89,1,3,3,133,At Risk
RTL1583,512,3,20689.25,2,3,5,235,At Risk
RTL1584,139,2,5273.0199999999995,4,2,2,422,Recent Customer
RTL1585,393,3,8088.1,2,3,3,233,At Risk
RTL1586,343,5,33262.03,2,5,5,255,At Risk
RTL1587,313,3,10767.109999999999,3,3,3,333,Others
RTL1589,20,2,5787.92,5,2,2,522,Recent Customer
RTL1590,1,6,15459.140000000001,5,5,4,554,Loyal Customer
RTL1591,407,2,2112.4300000000003,2,2,1,221,At Risk
RTL1592,104,2,5452.15,4,2,2,422,Recent Customer
RTL1593,34,2,1503.57,5,2,1,521,Recent Customer
RTL1594,150,3,11041.66,4,3,4,434,Recent Customer
RTL1595,230,3,16467.91,3,3,4,334,Others
RTL1596,304,1,7503.86,3,1,3,313,Others
RTL1597,324,1,1604.5,3,1,1,311,Others
RTL1598,172,1,8790.47,4,1,3,413,Recent Customer
RTL1599,440,1,8353.63,2,1,3,213,At Risk
RTL1600,63,1,9103.84,5,1,3,513,Recent Customer
RTL1602,64,2,15364.55,5,2,4,524,Recent Customer
RTL1603,31,4,9814.779999999999,5,4,3,543,Loyal Customer
RTL1604,499,2,9413.96,2,2,3,223,At Risk
RTL1605,196,4,11956.74,3,4,4,344,Others
RTL1606,19,5,15865.97,5,5,4,554,Loyal Customer
RTL1607,120,4,15452.82,4,4,4,444,Loyal Customer
RTL1608,718,2,8752.09,1,2,3,123,At Risk
RTL1609,785,3,6050.629999999999,1,3,3,133,At Risk
RTL1610,91,5,24710.04,4,5,5,455,Loyal Customer
RTL1611,180,1,1307.95,4,1,1,411,Recent Customer
RTL1612,96,6,45931.57,4,5,5,455,Loyal Customer
RTL1613,280,3,9676.650000000001,3,3,3,333,Others
RTL1614,145,3,11777.990000000002,4,3,4,434,Recent Customer
RTL1615,432,3,5490.28,2,3,2,232,At Risk
RTL1616,535,1,370.59,2,1,1,211,At Risk
RTL1618,853,3,13085.119999999999,1,3,4,134,At Risk
RTL1619,440,1,4093.67,2,1,2,212,At Risk
RTL1620,599,1,337.86,1,1,1,111,At Risk
RTL1621,538,3,17004.4,2,3,4,234,At Risk
RTL1622,487,1,8202.64,2,1,3,213,At Risk
RTL1623,173,3,17695.010000000002,4,3,4,434,Recent Customer
RTL1624,470,1,13313.9,2,1,4,214,At Risk
RTL1625,36,5,16882.469999999998,5,5,4,554,Loyal Customer
RTL1626,466,1,1160.41,2,1,1,211,At Risk
RTL1628,46,1,220.19,5,1,1,511,Recent Customer
RTL1629,626,2,20006.239999999998,1,2,5,125,At Risk
RTL1630,792,1,56.8,1,1,1,111,At Risk
RTL1631,153,3,17805.6,4,3,4,434,Recent Customer
RTL1632,315,1,2077.69,3,1,1,311,Others
RTL1633,173,2,9206.42,4,2,3,423,Recent Customer
RTL1634,151,2,569.0699999999999,4,2,1,421,Recent Customer
RTL1636,368,5,10203.14,2,5,3,253,At Risk
RTL1637,161,3,12110.05,4,3,4,434,Recent Customer
RTL1639,155,6,11485.65,4,5,4,454,Loyal Customer
RTL1640,855,1,89.2,1,1,1,111,At Risk
RTL1641,70,2,12343.95,5,2,4,524,Recent Customer
RTL1642,413,1,7731.18,2,1,3,213,At Risk
RTL1643,153,2,7799.2699999999995,4,2,3,423,Recent Customer
RTL1644,97,3,439.7,4,3,1,431,Recent Customer
RTL1646,193,6,846583.31,3,5,5,355,Others
RTL1647,155,2,4597.62,4,2,2,422,Recent Customer
RTL1648,136,1,141.08,4,1,1,411,Recent Customer
RTL1649,618,1,1580.38,1,1,1,111,At Risk
RTL1650,312,6,20718.309999999998,3,5,5,355,Others
RTL1651,252,3,25181.39,3,3,5,335,Others
RTL1652,857,1,6817.95,1,1,3,113,At Risk
RTL1653,451,2,6572.360000000001,2,2,3,223,At Risk
RTL1654,626,2,5560.26,1,2,2,122,At Risk
RTL1655,247,1,352.53,3,1,1,311,Others
RTL1656,796,2,17959.13,1,2,4,124,At Risk
RTL1657,286,2,5036.51,3,2,2,322,Others
RTL1658,224,6,236613.21,3,5,5,355,Others
RTL1660,65,2,115041.53,5,2,5,525,Recent Customer
RTL1661,215,5,17893.07,3,5,4,354,Others
RTL1662,424,4,15065.66,2,4,4,244,At Risk
RTL1663,467,2,12402.7,2,2,4,224,At Risk
RTL1664,47,5,36523.65,5,5,5,555,Champion
RTL1665,798,1,3627.68,1,1,2,112,At Risk
RTL1666,611,4,2119.15,1,4,1,141,At Risk
RTL1667,483,2,1531.61,2,2,1,221,At Risk
RTL1668,29,1,2890.53,5,1,2,512,Recent Customer
RTL1669,207,1,3216.56,3,1,2,312,Others
RTL1670,466,2,2976.3599999999997,2,2,2,222,At Risk
RTL1671,581,2,2533.1800000000003,1,2,2,122,At Risk
RTL1673,140,4,11875.380000000001,4,4,4,444,Loyal Customer
RTL1674,159,2,6529.17,4,2,3,423,Recent Customer
RTL1677,161,1,4938.24,4,1,2,412,Recent Customer
RTL1678,92,4,4865.5,4,4,2,442,Loyal Customer
RTL1679,461,2,5328.25,2,2,2,222,At Risk
RTL1680,320,4,31301.770000000004,3,4,5,345,Others
RTL1682,974,1,1129.99,1,1,1,111,At Risk
RTL1683,365,1,2338.27,2,1,1,211,At Risk
RTL1684,719,1,3715.56,1,1,2,112,At Risk
RTL1686,973,1,1406.89,1,1,1,111,At Risk
RTL1687,732,2,3400.83,1,2,2,122,At Risk
RTL1688,31,4,9739.05,5,4,3,543,Loyal Customer
RTL1689,408,2,18786.06,2,2,5,225,At Risk
RTL1690,373,2,2346.39,2,2,1,221,At Risk
RTL1691,902,1,189.49,1,1,1,111,At Risk
RTL1692,1001,1,12934.8,1,1,4,114,At Risk
RTL1693,462,4,5845.62,2,4,2,242,At Risk
RTL1694,254,3,9921.48,3,3,3,333,Others
RTL1695,540,2,1706.6299999999999,2,2,1,221,At Risk
RTL1696,699,1,16.89,1,1,1,111,At Risk
RTL1697,120,3,1176117.53,4,3,5,435,Recent Customer
RTL1698,123,3,2361.42,4,3,1,431,Recent Customer
RTL1699,53,2,191890.48,5,2,5,525,Recent Customer
RTL1700,34,2,12708.29,5,2,4,524,Recent Customer
RTL1701,214,2,110869.37,3,2,5,325,Others
RTL1702,532,4,22686.59,2,4,5,245,At Risk
RTL1703,460,3,18328.25,2,3,4,234,At Risk
RTL1704,496,1,13157.7,2,1,4,214,At Risk
RTL1705,543,2,10120.39,2,2,3,223,At Risk
RTL1706,258,3,186266.85,3,3,5,335,Others
RTL1707,869,2,1098.55,1,2,1,121,At Risk
RTL1709,425,2,7354.03,2,2,3,223,At Risk
RTL1710,657,2,2833.04,1,2,2,122,At Risk
RTL1711,283,2,3538.32,3,2,2,322,Others
RTL1712,182,1,681.14,4,1,1,411,Recent Customer
RTL1713,257,1,142.8,3,1,1,311,Others
RTL1714,347,4,14493.94,2,4,4,244,At Risk
RTL1715,745,1,1079.36,1,1,1,111,At Risk
RTL1716,468,2,2619.16,2,2,2,222,At Risk
RTL1717,678,3,735643.93,1,3,5,135,At Risk
RTL1718,341,2,15936.74,2,2,4,224,At Risk
RTL1719,189,2,12013.369999999999,4,2,4,424,Recent Customer
RTL1720,364,5,25799.11,2,5,5,255,At Risk
RTL1721,839,2,13757.699999999999,1,2,4,124,At Risk
RTL1722,387,4,831175.66,2,4,5,245,At Risk
RTL1723,11,3,2421.9500000000003,5,3,2,532,Recent Customer
RTL1724,97,4,9845.92,4,4,3,443,Loyal Customer
RTL1725,211,3,5850.4400000000005,3,3,2,332,Others
RTL1726,790,1,289.89,1,1,1,111,At Risk
RTL1727,56,4,9565.5,5,4,3,543,Loyal Customer
RTL1728,149,2,11578.91,4,2,4,424,Recent Customer
RTL1729,100,1,2473.72,4,1,2,412,Recent Customer
RTL1730,285,4,26367.29,3,4,5,345,Others
RTL1731,68,2,11175.849999999999,5,2,4,524,Recent Customer
RTL1732,207,2,52419.159999999996,3,2,5,325,Others
RTL1733,193,4,19189.45,3,4,5,345,Others
RTL1734,402,2,3429.6,2,2,2,222,At Risk
RTL1735,382,3,17463.71,2,3,4,234,At Risk
RTL1737,693,3,771580.7999999999,1,3,5,135,At Risk
RTL1738,427,2,6348.530000000001,2,2,3,223,At Risk
RTL1740,62,3,8969.93,5,3,3,533,Recent Customer
RTL1741,233,4,16196.43,3,4,4,344,Others
RTL1744,433,4,18777.57,2,4,5,245,At Risk
RTL1745,254,2,5980.9,3,2,2,322,Others
RTL1746,93,4,8247.15,4,4,3,443,Loyal Customer
RTL1747,168,1,988.99,4,1,1,411,Recent Customer
RTL1749,20,4,8805.59,5,4,3,543,Loyal Customer
RTL1751,448,1,3120.69,2,1,2,212,At Risk
RTL1752,26,2,3522.46,5,2,2,522,Recent Customer
RTL1753,114,4,21097.8,4,4,5,445,Loyal Customer
RTL1754,474,1,38499.8,2,1,5,215,At Risk
RTL1755,771,1,1649.42,1,1,1,111,At Risk
RTL1756,194,3,7905.41,3,3,3,333,Others
RTL1757,108,4,10328.3,4,4,3,443,Loyal Customer
RTL1758,145,3,3536.7500000000005,4,3,2,432,Recent Customer
RTL1759,184,2,6518.53,4,2,3,423,Recent Customer
RTL1760,217,3,25182.03,3,3,5,335,Others
RTL1761,271,3,20073.87,3,3,5,335,Others
RTL1762,211,2,1775.3300000000002,3,2,1,321,Others
RTL1763,153,4,10362.02,4,4,3,443,Loyal Customer
RTL1764,102,7,23974.11,4,5,5,455,Loyal Customer
RTL1765,582,1,6056.42,1,1,3,113,At Risk
RTL1766,373,4,11204.1,2,4,4,244,At Risk
RTL1767,826,1,253.01,1,1,1,111,At Risk
RTL1769,125,1,10161.2,4,1,3,413,Recent Customer
RTL1770,299,3,1517.47,3,3,1,331,Others
RTL1772,271,5,3791502.87,3,5,5,355,Others
RTL1773,189,2,7267.25,4,2,3,423,Recent Customer
RTL1774,155,7,33658.5,4,5,5,455,Loyal Customer
RTL1775,325,1,1644.3,3,1,1,311,Others
RTL1776,280,4,7194.21,3,4,3,343,Others
RTL1777,185,4,6229.7,4,4,3,443,Loyal Customer
RTL1778,442,2,18834.0,2,2,5,225,At Risk
RTL1779,61,3,2518.6099999999997,5,3,2,532,Recent Customer
RTL1781,322,2,12794.25,3,2,4,324,Others
RTL1782,259,4,12873.66,3,4,4,344,Others
RTL1783,129,3,10129.91,4,3,3,433,Recent Customer
RTL1784,282,1,1467.19,3,1,1,311,Others
RTL1785,416,2,9396.14,2,2,3,223,At Risk
RTL1786,172,2,8700.59,4,2,3,423,Recent Customer
RTL1787,245,4,18094.100000000002,3,4,4,344,Others
RTL1789,135,1,361.75,4,1,1,411,Recent Customer
RTL1790,282,5,33147.68,3,5,5,355,Others
RTL1791,180,2,1792.05,4,2,1,421,Recent Customer
RTL1792,52,4,16933.74,5,4,4,544,Loyal Customer
RTL1793,854,1,555.68,1,1,1,111,At Risk
RTL1794,42,4,229435.15,5,4,5,545,Loyal Customer
RTL1796,54,1,3078.72,5,1,2,512,Recent Customer
RTL1797,39,3,12313.12,5,3,4,534,Recent Customer
RTL1798,419,2,19270.07,2,2,5,225,At Risk
RTL1799,297,2,1650.74,3,2,1,321,Others
RTL1800,349,3,4720.6900000000005,2,3,2,232,At Risk
RTL1801,61,2,4777.81,5,2,2,522,Recent Customer
RTL1802,262,2,2639.8399999999997,3,2,2,322,Others
RTL1803,816,1,5639.45,1,1,2,112,At Risk
RTL1804,655,1,204.53,1,1,1,111,At Risk
RTL1805,250,6,38368.020000000004,3,5,5,355,Others
RTL1806,31,2,2985.22,5,2,2,522,Recent Customer
RTL1807,248,2,4945.46,3,2,2,322,Others
RTL1808,153,4,13143.289999999999,4,4,4,444,Loyal Customer
RTL1809,169,2,8214.529999999999,4,2,3,423,Recent Customer
RTL1810,193,5,13044.57,3,5,4,354,Others
RTL1811,148,2,10105.58,4,2,3,423,Recent Customer
RTL1812,90,1,6839.28,4,1,3,413,Recent Customer
RTL1813,64,5,16038.58,5,5,4,554,Loyal Customer
RTL1814,71,3,3355.73,5,3,2,532,Recent Customer
RTL1815,65,2,8206.369999999999,5,2,3,523,Recent Customer
RTL1816,628,1,58.05,1,1,1,111,At Risk
RTL1817,193,3,13278.66,3,3,4,334,Others
RTL1818,325,3,4605.75,3,3,2,332,Others
RTL1819,304,2,3943.06,3,2,2,322,Others
RTL1821,154,2,5024.01,4,2,2,422,Recent Customer
RTL1822,580,3,1621.2,1,4,1,141,At Risk
RTL1823,39,3,22531.59,5,4,5,545,Loyal Customer
RTL1824,202,3,13040.82,3,4,4,344,Others
RTL1827,10,3,1687282.67,5,4,5,545,Loyal Customer
RTL1828,861,1,299.27,1,1,1,111,At Risk
RTL1830,241,2,957.28,3,2,1,321,Others
RTL1831,667,2,13379.98,1,2,4,124,At Risk
RTL1832,642,3,13008.93,1,4,4,144,At Risk
RTL1833,804,2,1135.58,1,2,1,121,At Risk
RTL1834,576,1,709.07,1,1,1,111,At Risk
RTL1835,887,1,840.45,1,1,1,111,At Risk
RTL1836,295,2,2284.54,3,2,1,321,Others
RTL1837,309,1,17199.6,3,1,4,314,Others
RTL1838,338,1,4059.97,2,1,2,212,At Risk
RTL1839,29,1,587.99,5,1,1,511,Recent Customer
RTL1840,41,5,20615.85,5,5,5,555,Champion
RTL1841,361,1,2637.04,2,1,2,212,At Risk
RTL1842,805,3,1439.4,1,4,1,141,At Risk
RTL1843,852,2,12882.71,1,2,4,124,At Risk
RTL1844,107,3,20033.49,4,4,5,445,Loyal Customer
RTL1846,26,2,2668.01,5,2,2,522,Recent Customer
RTL1847,345,3,4506.39,2,4,2,242,At Risk
RTL1848,574,2,11887.46,1,2,4,124,At Risk
RTL1849,603,1,1155.71,1,1,1,111,At Risk
RTL1852,69,1,12722.2,5,1,4,514,Recent Customer
RTL1853,711,2,1784.74,1,2,1,121,At Risk
RTL1854,59,3,4378.42,5,4,2,542,Loyal Customer
RTL1855,6,2,10400.039999999999,5,2,3,523,Recent Customer
RTL1856,258,3,14621.72,3,4,4,344,Others
RTL1857,251,4,15616.59,3,4,4,344,Others
RTL1859,135,4,17140.71,4,4,4,444,Loyal Customer
RTL1860,348,1,418.86,2,1,1,211,At Risk
RTL1861,247,3,18167.34,3,4,4,344,Others
RTL1862,214,4,18671.760000000002,3,4,4,344,Others
RTL1863,570,2,2737.9300000000003,1,2,2,122,At Risk
RTL1864,751,1,589.85,1,1,1,111,At Risk
RTL1865,66,3,6982.26,5,4,3,543,Loyal Customer
RTL1866,936,1,982824.0,1,1,5,115,At Risk
RTL1867,754,2,2967.9700000000003,1,2,2,122,At Risk
RTL1868,138,2,3894.58,4,2,2,422,Recent Customer
RTL1869,112,3,19557.92,4,4,5,445,Loyal Customer
RTL1871,187,6,38888.64,4,5,5,455,Loyal Customer
RTL1872,431,4,13705.66,2,4,4,244,At Risk
RTL1873,451,1,4734.0,2,1,2,212,At Risk
RTL1874,7,5,35394.4,5,5,5,555,Champion
RTL1875,121,2,1113.1999999999998,4,2,1,421,Recent Customer
RTL1876,672,3,12512.23,1,4,4,144,At Risk
RTL1877,946,1,3427.43,1,1,2,112,At Risk
RTL1878,55,2,2131.9500000000003,5,2,1,521,Recent Customer
RTL1879,418,3,6861.87,2,4,3,243,At Risk
RTL1880,714,1,11371.0,1,1,4,114,At Risk
RTL1881,875,1,494.8,1,1,1,111,At Risk
RTL1882,112,5,1383236.55,4,5,5,455,Loyal Customer
RTL1883,469,1,3313.4,2,1,2,212,At Risk
RTL1884,198,3,7303.79,3,4,3,343,Others
RTL1885,38,3,60016.8,5,4,5,545,Loyal Customer
RTL1886,992,1,246.41,1,1,1,111,At Risk
RTL1887,631,1,776.48,1,1,1,111,At Risk
RTL1888,29,3,13540.960000000001,5,4,4,544,Loyal Customer
RTL1889,39,3,16181.640000000001,5,4,4,544,Loyal Customer
RTL1891,60,3,4451.93,5,4,2,542,Loyal Customer
RTL1892,237,2,9076.949999999999,3,2,3,323,Others
RTL1893,61,5,6228.5,5,5,3,553,Loyal Customer
RTL1894,154,5,29858.04,4,5,5,455,Loyal Customer
RTL1895,493,2,3085.81,2,2,2,222,At Risk
RTL1896,168,3,13084.16,4,4,4,444,Loyal Customer
RTL1897,350,5,16983.51,2,5,4,254,At Risk
RTL1898,168,5,25786.06,4,5,5,455,Loyal Customer
RTL1899,163,1,234.61,4,1,1,411,Recent Customer
RTL1900,133,2,1514.32,4,2,1,421,Recent Customer
RTL1901,309,1,5705.21,3,1,2,312,Others
RTL1902,357,1,10512.2,2,1,3,213,At Risk
RTL1903,753,1,547.75,1,1,1,111,At Risk
RTL1904,541,1,2100.38,2,1,1,211,At Risk
RTL1905,515,1,12648.7,2,1,4,214,At Risk
RTL1906,154,3,17138.3,4,4,4,444,Loyal Customer
RTL1907,114,2,4198.43,4,2,2,422,Recent Customer
RTL1908,89,2,11352.630000000001,4,2,4,424,Recent Customer
RTL1909,42,3,1504113.01,5,4,5,545,Loyal Customer
RTL1910,284,4,7975.549999999999,3,4,3,343,Others
RTL1911,357,6,32238.4,2,5,5,255,At Risk
RTL1913,384,2,8428.53,2,2,3,223,At Risk
RTL1914,609,1,1192.59,1,1,1,111,At Risk
RTL1915,55,4,14367.73,5,4,4,544,Loyal Customer
RTL1916,294,5,19309.67,3,5,5,355,Others
RTL1917,297,1,12856.5,3,1,4,314,Others
RTL1918,622,3,28027.47,1,4,5,145,At Risk
RTL1919,176,2,9695.37,4,2,3,423,Recent Customer
RTL1921,147,2,17169.9,4,2,4,424,Recent Customer
RTL1922,638,1,10311.6,1,1,3,113,At Risk
RTL1923,173,4,38250.119999999995,4,4,5,445,Loyal Customer
RTL1924,4,3,2235.7,5,4,1,541,Loyal Customer
RTL1925,748,1,457.11,1,1,1,111,At Risk
RTL1926,32,3,12055.42,5,4,4,544,Loyal Customer
RTL1927,203,1,989.16,3,1,1,311,Others
RTL1928,399,3,932.2,2,4,1,241,At Risk
RTL1929,212,3,4529.23,3,4,2,342,Others
RTL1930,293,2,3987.76,3,2,2,322,Others
RTL1931,548,3,16578.36,2,4,4,244,At Risk
RTL1932,75,5,27358.829999999998,5,5,5,555,Champion
RTL1933,314,2,11932.26,3,2,4,324,Others
RTL1934,69,3,5101.84,5,4,2,542,Loyal Customer
RTL1935,529,1,1225.49,2,1,1,211,At Risk
RTL1936,303,5,1463559.25,3,5,5,355,Others
RTL1937,34,2,12617.4,5,2,4,524,Recent Customer
RTL1938,315,4,10474.300000000001,3,4,3,343,Others
RTL1939,667,2,15021.28,1,2,4,124,At Risk
RTL1940,129,2,2424.82,4,2,2,422,Recent Customer
RTL1941,154,4,6224.84,4,4,3,443,Loyal Customer
RTL1942,7,7,26565.35,5,5,5,555,Champion
RTL1943,197,2,2511.94,3,2,2,322,Others
RTL1944,374,2,8177.21,2,2,3,223,At Risk
RTL1945,19,3,8271.3,5,4,3,543,Loyal Customer
RTL1946,342,2,8858.49,2,2,3,223,At Risk
RTL1947,535,3,4993.75,2,4,2,242,At Risk
RTL1948,335,1,1848.65,3,1,1,311,Others
RTL1949,27,4,14907.73,5,4,4,544,Loyal Customer
RTL1950,473,4,15842.05,2,4,4,244,At Risk
RTL1951,333,3,8193.0,3,4,3,343,Others
RTL1952,219,4,12828.22,3,4,4,344,Others
RTL1953,35,6,1360223.5999999999,5,5,5,555,Champion
RTL1954,305,2,3531.1800000000003,3,2,2,322,Others
RTL1955,93,6,18179.13,4,5,4,454,Loyal Customer
RTL1956,397,2,534545.48,2,2,5,225,At Risk
RTL1957,57,3,20694.86,5,4,5,545,Loyal Customer
RTL1959,85,1,652.53,5,1,1,511,Recent Customer
RTL1960,240,2,855.69,3,2,1,321,Others
RTL1961,148,2,818107.68,4,2,5,425,Recent Customer
RTL1962,347,1,241.67,2,1,1,211,At Risk
RTL1963,494,2,2095.46,2,2,1,221,At Risk
RTL1964,1003,1,460.51,1,1,1,111,At Risk
RTL1965,303,2,11507.85,3,2,4,324,Others
RTL1966,410,3,34242.0,2,4,5,245,At Risk
RTL1967,187,6,16232.220000000001,4,5,4,454,Loyal Customer
RTL1968,233,2,8296.04,3,2,3,323,Others
RTL1969,222,5,2111495.62,3,5,5,355,Others
RTL1970,699,1,5279.36,1,1,2,112,At Risk
RTL1971,893,2,13358.82,1,2,4,124,At Risk
RTL1972,590,1,3640.01,1,1,2,112,At Risk
RTL1973,110,2,24724.199999999997,4,2,5,425,Recent Customer
RTL1974,233,4,19730.61,3,4,5,345,Others
RTL1975,70,5,14798.59,5,5,4,554,Loyal Customer
RTL1976,87,3,13946.570000000002,5,4,4,544,Loyal Customer
RTL1977,937,1,4066.57,1,1,2,112,At Risk
RTL1978,119,3,1307389.54,4,4,5,445,Loyal Customer
RTL1979,30,3,6477.85,5,4,3,543,Loyal Customer
RTL1980,671,1,38.55,1,1,1,111,At Risk
RTL1981,242,1,2195.21,3,1,1,311,Others
RTL1982,383,2,7899.58,2,2,3,223,At Risk
RTL1983,225,3,25547.329999999998,3,4,5,345,Others
RTL1984,492,3,24280.53,2,4,5,245,At Risk
RTL1985,263,3,9720.119999999999,3,4,3,343,Others
RTL1986,515,3,7603.51,2,4,3,243,At Risk
RTL1987,380,2,8841.59,2,2,3,223,At Risk
RTL1988,459,1,5066.36,2,1,2,212,At Risk
RTL1989,903,1,1350.58,1,1,1,111,At Risk
RTL1990,163,3,25806.760000000002,4,4,5,445,Loyal Customer
RTL1991,39,4,26174.79,5,5,5,555,Champion
RTL1993,25,1,2489.7,5,1,2,512,Recent Customer
RTL1994,746,2,10346.12,1,2,3,123,At Risk
RTL1995,976,2,12475.81,1,2,4,124,At Risk
RTL1996,351,1,890.26,2,1,1,211,At Risk
RTL1997,714,1,2975.94,1,1,2,112,At Risk
RTL1998,97,2,5261.15,4,2,2,422,Recent Customer
RTL1999,291,1,394.0,3,1,1,311,Others
RTL2000,1006,1,8272.28,1,1,3,113,At Risk
RTL2002,75,3,263514.84,5,4,5,545,Loyal Customer
RTL2003,25,2,10335.039999999999,5,2,3,523,Recent Customer
RTL2004,53,3,9022.25,5,4,3,543,Loyal Customer
RTL2005,240,3,12862.119999999999,3,4,4,344,Others
RTL2006,199,3,6828.0,3,4,3,343,Others
RTL2007,202,1,638.4,3,1,1,311,Others
RTL2009,106,3,56271.840000000004,4,4,5,445,Loyal Customer
RTL2011,25,3,12291.21,5,4,4,544,Loyal Customer
RTL2013,43,3,9169.82,5,4,3,543,Loyal Customer
RTL2014,71,2,7504.11,5,2,3,523,Recent Customer
RTL2015,174,3,4351.54,4,4,2,442,Loyal Customer
RTL2017,339,4,12409.38,2,5,4,254,At Risk
RTL2018,378,1,6983.46,2,1,3,213,At Risk
RTL2019,567,2,2438.82,1,2,2,122,At Risk
RTL2020,366,5,21532.7,2,5,5,255,At Risk
RTL2021,395,2,11004.07,2,2,4,224,At Risk
RTL2022,128,3,13054.74,4,4,4,444,Loyal Customer
RTL2024,741,3,6395.53,1,4,3,143,At Risk
RTL2025,609,2,12603.76,1,2,4,124,At Risk
RTL2026,84,1,13253.7,5,1,4,514,Recent Customer
RTL2027,97,2,5945.780000000001,4,2,2,422,Recent Customer
RTL2028,90,1,15831.2,4,1,4,414,Recent Customer
RTL2029,76,5,9544.81,5,5,3,553,Loyal Customer
RTL2030,495,2,19901.54,2,2,5,225,At Risk
RTL2031,970,1,2376.09,1,1,1,111,At Risk
RTL2032,442,3,10175.119999999999,2,4,3,243,At Risk
RTL2033,169,6,692234.92,4,5,5,455,Loyal Customer
RTL2034,19,2,7896.87,5,2,3,523,Recent Customer
RTL2035,981,2,213481.24,1,2,5,125,At Risk
RTL2037,479,2,14066.210000000001,2,2,4,224,At Risk
RTL2038,552,6,35097.13,2,5,5,255,At Risk
RTL2039,848,1,195.8,1,1,1,111,At Risk
RTL2041,448,4,17169.66,2,5,4,254,At Risk
RTL2042,480,3,10491.9,2,4,3,243,At Risk
RTL2044,214,2,5877.74,3,2,2,322,Others
RTL2045,193,4,24686.62,3,5,5,355,Others
RTL2046,282,2,21594.949999999997,3,2,5,325,Others
RTL2047,291,4,5858.78,3,5,2,352,Others
RTL2049,101,3,11095.32,4,4,4,444,Loyal Customer
RTL2050,11,6,49262.77,5,5,5,555,Champion
RTL2051,374,3,33541.43,2,4,5,245,At Risk
RTL2052,156,2,6412.02,4,2,3,423,Recent Customer
RTL2053,408,1,35.83,2,1,1,211,At Risk
RTL2054,502,2,1861534.73,2,2,5,225,At Risk
RTL2055,253,3,15901.05,3,4,4,344,Others
RTL2056,129,5,2691.52,4,5,2,452,Loyal Customer
RTL2057,252,2,2461.84,3,2,2,322,Others
RTL2059,218,5,12153.670000000002,3,5,4,354,Others
RTL2060,452,2,13904.49,2,2,4,224,At Risk
RTL2061,458,2,11663.320000000002,2,2,4,224,At Risk
RTL2062,240,4,4251.04,3,5,2,352,Others
RTL2063,168,4,28896.66,4,5,5,455,Loyal Customer
RTL2064,205,1,126.92,3,1,1,311,Others
RTL2065,457,4,68228.13,2,5,5,255,At Risk
RTL2066,255,3,1820.99,3,4,1,341,Others
RTL2067,364,2,197866.65,2,2,5,225,At Risk
RTL2068,149,3,2309.0,4,4,1,441,Loyal Customer
RTL2069,190,3,2840.3199999999997,4,4,2,442,Loyal Customer
RTL2070,640,4,28336.68,1,5,5,155,At Risk
RTL2072,20,3,7103.77,5,4,3,543,Loyal Customer
RTL2073,78,1,13747.9,5,1,4,514,Recent Customer
